Name,Age,MP,ThreePoints,AST,FG,FT,TOV,DRB,FGA,TRB,ORB,FTA,STL,BLK,PF,PointsPerGame,Salary,Season
Eric Moreland,27,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,239035.0,NBA_2019
DeMar DeRozan,28,33.9,1.1,5.2,8.1,5.8,2.2,3.2,17.7,3.9,0.7,7.0,1.1,0.3,1.9,23.0,27739975.0,NBA_2018
Kyle Lowry,31,32.2,3.1,6.9,5.2,2.9,2.3,4.7,12.1,5.6,0.8,3.3,1.1,0.2,2.5,16.2,28703704.0,NBA_2018
Serge Ibaka,28,27.5,1.4,0.8,5.0,1.2,1.2,5.3,10.3,6.3,1.0,1.6,0.4,1.3,2.8,12.6,20061729.0,NBA_2018
Delon Wright,25,20.8,0.8,2.9,2.9,1.4,1.1,2.2,6.3,2.9,0.7,1.7,1.0,0.5,1.2,8.0,1645200.0,NBA_2018
Pascal Siakam,23,20.7,0.4,2.0,3.1,0.7,0.8,3.5,6.1,4.5,1.0,1.1,0.8,0.5,2.0,7.3,1312611.0,NBA_2018
Fred VanVleet,23,20.0,1.4,3.2,3.1,1.1,1.0,2.1,7.2,2.4,0.3,1.3,0.9,0.3,1.7,8.6,1312611.0,NBA_2018
OG Anunoby,20,20.0,1.0,0.7,2.2,0.5,0.6,1.9,4.7,2.5,0.6,0.8,0.7,0.2,1.8,5.9,1645200.0,NBA_2018
C.J. Miles,30,19.1,2.3,0.8,3.2,1.2,0.6,1.9,8.6,2.2,0.3,1.4,0.5,0.3,1.9,10.0,7936509.0,NBA_2018
Norman Powell,24,15.2,0.8,1.3,2.1,0.5,0.9,1.5,5.3,1.7,0.2,0.6,0.5,0.2,1.6,5.5,1471382.0,NBA_2018
Lucas Nogueira,25,8.5,0.1,0.4,1.0,0.4,0.3,1.4,1.6,1.8,0.4,0.6,0.5,0.9,1.0,2.5,2947305.0,NBA_2018
Malachi Richardson,22,5.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1504560.0,NBA_2018
Alfonzo McKinnie,25,3.8,0.2,0.1,0.6,0.1,0.2,0.4,1.1,0.5,0.1,0.2,0.1,0.1,0.6,1.5,815615.0,NBA_2018
Nigel Hayes,23,3.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,92160.0,NBA_2018
Kyrie Irving,25,32.2,2.8,5.1,8.9,3.9,2.3,3.2,18.1,3.8,0.6,4.4,1.1,0.3,2.0,24.4,18868625.0,NBA_2018
Al Horford,31,31.6,1.3,4.7,5.1,1.3,1.8,5.9,10.5,7.4,1.4,1.7,0.6,1.1,1.9,12.9,27734405.0,NBA_2018
Jaylen Brown,21,30.7,1.7,1.6,5.3,2.1,1.8,4.0,11.5,4.9,0.9,3.3,1.0,0.4,2.6,14.5,4956480.0,NBA_2018
Jayson Tatum,19,30.5,1.3,1.6,5.0,2.7,1.4,4.4,10.4,5.0,0.6,3.2,1.0,0.7,2.1,13.9,5645400.0,NBA_2018
Marcus Smart,23,29.9,1.4,4.8,3.5,1.8,2.4,2.7,9.5,3.5,0.8,2.5,1.3,0.4,2.5,10.2,4538020.0,NBA_2018
Marcus Morris,28,26.8,1.6,1.3,4.9,2.3,1.2,4.6,11.3,5.4,0.8,2.9,0.6,0.2,1.9,13.6,5000000.0,NBA_2018
Terry Rozier,23,25.9,1.9,2.9,4.0,1.4,1.0,3.9,10.0,4.7,0.8,1.9,1.0,0.2,1.5,11.3,1988520.0,NBA_2018
Greg Monroe,27,19.1,0.0,2.3,4.0,2.1,1.8,4.3,7.6,6.3,2.0,2.7,1.1,0.7,1.8,10.2,5000000.0,NBA_2018
Aron Baynes,31,18.3,0.0,1.1,2.6,0.7,1.0,3.8,5.5,5.4,1.6,1.0,0.3,0.6,2.5,6.0,4328000.0,NBA_2018
Semi Ojeleye,23,15.8,0.5,0.3,0.9,0.3,0.3,1.7,2.6,2.2,0.5,0.6,0.3,0.1,1.2,2.7,1291892.0,NBA_2018
Daniel Theis,25,14.9,0.3,0.9,2.0,1.0,0.9,2.9,3.7,4.3,1.4,1.3,0.5,0.8,2.5,5.3,815615.0,NBA_2018
Shane Larkin,25,14.4,0.6,1.8,1.6,0.6,0.6,1.4,4.1,1.7,0.3,0.7,0.5,0.0,1.1,4.3,1471382.0,NBA_2018
Abdel Nader,24,10.9,0.5,0.5,1.0,0.5,0.7,1.2,3.1,1.5,0.3,0.8,0.3,0.2,0.9,3.0,1167333.0,NBA_2018
Jonathan Gibson,30,10.0,1.5,1.0,3.5,0.0,0.8,0.8,5.8,0.8,0.0,0.0,0.0,0.0,1.3,8.5,44495.0,NBA_2018
Guerschon Yabusele,22,7.1,0.4,0.5,0.8,0.5,0.4,1.1,1.8,1.6,0.5,0.7,0.1,0.2,0.7,2.4,2247480.0,NBA_2018
Gordon Hayward,27,5.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,29727900.0,NBA_2018
Xavier Silas,30,3.5,0.0,0.0,0.0,0.0,0.0,0.5,1.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,74159.0,NBA_2018
Jarell Eddie,26,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,83129.0,NBA_2018
Ben Simmons,21,33.7,0.0,8.2,6.7,2.4,3.4,6.3,12.3,8.1,1.8,4.2,1.7,0.9,2.6,15.8,6168840.0,NBA_2018
Robert Covington,27,31.7,2.5,2.0,4.3,1.5,1.6,4.7,10.5,5.4,0.7,1.7,1.7,0.9,3.0,12.6,16698103.0,NBA_2018
Joel Embiid,23,30.3,1.0,3.2,8.1,5.7,3.7,8.7,16.8,11.0,2.3,7.4,0.6,1.8,3.3,22.9,6100266.0,NBA_2018
J.J. Redick,33,30.2,2.8,3.0,5.8,2.8,1.5,2.4,12.6,2.5,0.1,3.1,0.5,0.1,1.8,17.1,23000000.0,NBA_2018
Marco Belinelli,31,26.3,2.0,1.6,4.9,1.7,1.4,1.6,10.0,1.8,0.2,1.9,0.7,0.3,1.8,13.6,776217.0,NBA_2018
Jerryd Bayless,29,23.7,1.4,1.4,2.8,0.9,1.2,1.7,6.7,2.1,0.4,1.1,0.6,0.2,2.3,7.9,9000000.0,NBA_2018
T.J. McConnell,25,22.4,0.4,4.0,2.8,0.4,1.5,2.5,5.5,3.0,0.5,0.5,1.2,0.2,1.6,6.3,1471382.0,NBA_2018
Markelle Fultz,19,18.1,0.0,3.8,3.2,0.7,1.2,2.3,7.9,3.1,0.8,1.5,0.9,0.3,1.6,7.1,7026240.0,NBA_2018
Amir Johnson,30,15.8,0.1,1.6,1.9,0.7,0.7,2.8,3.5,4.5,1.7,1.1,0.6,0.6,2.6,4.6,11000000.0,NBA_2018
Richaun Holmes,24,15.5,0.1,1.3,2.8,0.8,0.5,3.2,5.0,4.4,1.2,1.2,0.4,0.6,2.0,6.5,1471382.0,NBA_2018
Trevor Booker,30,15.0,0.1,0.8,1.8,1.0,0.6,2.3,3.3,3.7,1.4,1.2,0.5,0.3,1.5,4.7,8725000.0,NBA_2018
Justin Anderson,24,13.7,0.9,0.7,2.3,0.7,0.4,1.8,5.3,2.4,0.7,1.0,0.4,0.2,1.4,6.2,1579440.0,NBA_2018
Furkan Korkmaz,20,5.7,0.4,0.3,0.6,0.1,0.1,0.6,2.0,0.8,0.1,0.3,0.1,0.1,0.9,1.6,1465920.0,NBA_2018
Larry Drew,27,5.0,0.0,0.7,0.3,0.0,0.3,0.0,2.3,0.3,0.3,0.0,0.0,0.0,0.7,0.7,74159.0,NBA_2018
LeBron James,33,36.9,1.8,9.1,10.5,4.7,4.2,7.5,19.3,8.6,1.2,6.5,1.4,0.9,1.7,27.5,33285709.0,NBA_2018
J.R. Smith,32,28.1,1.8,1.8,3.0,0.5,1.0,2.6,7.4,2.9,0.4,0.7,0.9,0.1,2.0,8.3,13760000.0,NBA_2018
Kevin Love,29,28.0,2.3,1.7,5.7,4.0,1.5,7.5,12.4,9.3,1.7,4.5,0.7,0.4,2.0,17.6,22642350.0,NBA_2018
George Hill,31,27.9,1.1,2.8,3.5,1.4,1.2,1.8,7.8,2.7,0.8,1.7,0.9,0.6,2.2,9.4,20000000.0,NBA_2018
Rodney Hood,25,25.3,1.2,1.4,4.2,1.2,0.3,2.2,9.5,2.6,0.4,1.5,0.7,0.2,2.0,10.8,2386864.0,NBA_2018
Jeff Green,31,23.4,0.7,1.3,3.8,2.6,1.0,2.4,7.9,3.2,0.8,3.0,0.5,0.4,1.9,10.8,2116955.0,NBA_2018
Jordan Clarkson,25,22.6,1.6,1.7,4.7,1.7,1.1,1.6,10.3,2.1,0.5,2.1,0.7,0.1,1.6,12.6,11562500.0,NBA_2018
Kyle Korver,36,21.6,2.2,1.2,3.0,0.9,0.8,2.1,6.6,2.3,0.1,1.0,0.4,0.4,1.8,9.2,7000000.0,NBA_2018
Larry Nance,25,20.8,0.0,1.0,3.7,1.5,0.4,4.8,6.7,7.0,2.2,2.1,1.2,0.8,2.5,8.9,1471382.0,NBA_2018
Tristan Thompson,26,20.2,0.0,0.6,2.5,0.8,0.7,4.3,4.4,6.6,2.4,1.5,0.3,0.3,1.9,5.8,16400000.0,NBA_2018
Derrick Rose,29,19.3,0.4,1.6,3.6,2.2,1.8,1.2,8.3,1.8,0.6,2.6,0.2,0.3,0.9,9.8,1356709.0,NBA_2018
Kendrick Perkins,33,15.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,13156.0,NBA_2018
Cedi Osman,22,11.0,0.5,0.7,1.5,0.4,0.5,1.7,3.0,2.0,0.3,0.8,0.4,0.0,1.3,3.9,2642857.0,NBA_2018
Victor Oladipo,25,34.0,2.1,4.3,8.5,3.9,2.9,4.6,17.9,5.2,0.6,4.9,2.4,0.8,2.3,23.1,21000000.0,NBA_2018
Thaddeus Young,29,32.2,0.7,1.9,5.2,0.7,1.3,4.0,10.7,6.3,2.3,1.1,1.7,0.4,2.2,11.8,14796348.0,NBA_2018
Darren Collison,30,29.2,1.4,5.3,4.6,1.8,1.2,2.0,9.2,2.6,0.5,2.1,1.3,0.2,1.8,12.4,10000000.0,NBA_2018
Myles Turner,21,28.2,0.9,1.3,4.7,2.5,1.5,5.0,9.8,6.4,1.4,3.2,0.6,1.8,2.9,12.7,2569920.0,NBA_2018
Cory Joseph,26,27.0,0.8,3.2,3.1,0.9,1.1,2.7,7.4,3.2,0.5,1.1,1.0,0.2,1.7,7.9,7630000.0,NBA_2018
Domantas Sabonis,21,24.5,0.2,2.0,4.6,2.3,1.9,5.5,8.9,7.7,2.2,3.0,0.5,0.4,3.0,11.6,2550000.0,NBA_2018
Lance Stephenson,27,22.6,0.8,2.9,3.7,1.0,1.6,4.4,8.6,5.2,0.8,1.5,0.6,0.2,2.2,9.2,4180000.0,NBA_2018
Trevor Booker,30,15.8,0.2,1.0,2.3,0.6,0.5,2.6,4.9,4.5,1.9,0.6,0.2,0.3,1.5,5.4,332516.0,NBA_2018
Glenn Robinson,24,14.7,0.6,0.7,1.6,0.4,0.2,1.1,3.7,1.6,0.5,0.5,0.6,0.0,0.6,4.1,1524305.0,NBA_2018
Al Jefferson,33,13.4,0.0,0.8,3.1,0.8,0.6,3.1,5.8,4.0,0.8,1.0,0.4,0.6,1.8,7.0,9769821.0,NBA_2018
Joe Young,25,10.5,0.5,0.7,1.5,0.4,0.5,1.0,3.5,1.2,0.2,0.5,0.3,0.0,0.7,3.9,1471382.0,NBA_2018
T.J. Leaf,20,8.7,0.3,0.2,1.2,0.2,0.2,1.0,2.6,1.5,0.5,0.3,0.1,0.1,0.8,2.9,2028360.0,NBA_2018
Damien Wilkins,38,8.0,0.2,0.5,0.7,0.2,0.3,0.6,2.1,0.8,0.3,0.2,0.1,0.1,0.4,1.7,1016617.0,NBA_2018
Alex Poythress,24,4.2,0.2,0.1,0.4,0.0,0.1,0.4,1.0,0.7,0.3,0.0,0.1,0.0,0.6,1.0,778668.0,NBA_2018
Ike Anigbogu,19,2.7,0.0,0.0,0.4,0.5,0.2,0.4,0.8,0.8,0.5,0.5,0.1,0.3,0.1,1.2,950000.0,NBA_2018
Trey McKinney-Jones,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46080.0,NBA_2018
Josh Richardson,24,33.2,1.6,2.9,4.9,1.5,1.7,2.7,10.9,3.5,0.9,1.8,1.5,0.9,2.5,12.9,1471382.0,NBA_2018
Dion Waiters,26,30.6,1.7,3.8,5.4,1.7,2.3,2.3,13.7,2.6,0.3,2.3,0.8,0.3,2.0,14.3,11000000.0,NBA_2018
Tyler Johnson,25,28.5,1.7,2.3,4.3,1.5,1.1,3.0,9.9,3.4,0.5,1.8,0.8,0.5,2.1,11.7,5881260.0,NBA_2018
James Johnson,30,26.6,0.8,3.8,4.2,1.5,1.9,4.1,8.4,4.9,0.8,2.2,1.0,0.7,2.6,10.8,13954000.0,NBA_2018
Wayne Ellington,30,26.5,2.9,1.0,3.7,0.9,0.7,2.5,9.1,2.8,0.3,1.0,0.7,0.1,1.2,11.2,6270000.0,NBA_2018
Hassan Whiteside,28,25.3,0.0,1.0,5.8,2.4,1.7,8.2,10.7,11.4,3.2,3.4,0.7,1.7,2.4,14.0,23775506.0,NBA_2018
Justise Winslow,21,24.7,0.7,2.2,3.0,1.0,1.1,4.5,7.2,5.4,0.9,1.5,0.8,0.5,2.1,7.8,2705040.0,NBA_2018
Kelly Olynyk,26,23.4,1.4,2.7,4.2,1.8,1.9,4.5,8.4,5.7,1.2,2.3,0.8,0.5,2.9,11.5,10607169.0,NBA_2018
Dwyane Wade,36,22.2,0.4,3.1,4.8,2.0,2.3,2.9,11.8,3.4,0.5,2.6,0.9,0.7,1.9,12.0,1471382.0,NBA_2018
Bam Adebayo,20,19.8,0.0,1.5,2.5,1.9,1.0,3.8,4.9,5.5,1.7,2.6,0.5,0.6,2.0,6.9,2490360.0,NBA_2018
Rodney McGruder,26,16.6,0.8,0.9,2.0,0.2,0.2,1.2,4.1,1.8,0.6,0.4,0.4,0.2,1.2,5.1,1312611.0,NBA_2018
Jordan Mickey,23,12.3,0.1,0.4,1.7,0.6,0.8,2.7,3.6,3.5,0.8,0.8,0.3,0.4,1.6,4.0,1471382.0,NBA_2018
Luke Babbitt,28,11.2,0.8,0.4,0.8,0.0,0.3,1.0,3.6,1.2,0.2,0.0,0.1,0.2,0.5,2.5,1974159.0,NBA_2018
Udonis Haslem,37,5.1,0.1,0.4,0.2,0.1,0.1,0.5,1.1,0.7,0.2,0.1,0.0,0.1,0.2,0.6,1471382.0,NBA_2018
Giannis Antetokounmpo,23,36.7,0.6,4.8,9.9,6.5,3.0,8.0,18.7,10.0,2.1,8.5,1.5,1.4,3.1,26.9,22471910.0,NBA_2018
Khris Middleton,26,36.4,1.8,4.0,7.2,3.9,2.3,4.7,15.5,5.2,0.5,4.4,1.5,0.3,3.3,20.1,14100000.0,NBA_2018
Eric Bledsoe,28,31.5,1.7,5.1,6.4,3.4,2.9,3.2,13.4,3.9,0.7,4.3,2.0,0.6,2.5,17.8,14500000.0,NBA_2018
Malcolm Brogdon,25,29.9,1.3,3.2,5.1,1.6,1.4,2.8,10.5,3.3,0.5,1.8,0.9,0.3,2.7,13.0,1312611.0,NBA_2018
Tony Snell,26,27.4,1.4,1.3,2.5,0.5,0.5,1.8,5.7,1.9,0.1,0.6,0.6,0.4,1.5,6.9,9821429.0,NBA_2018
John Henson,27,25.9,0.0,1.5,3.8,1.2,1.1,4.8,6.6,6.8,2.0,2.1,0.6,1.4,2.7,8.8,11422536.0,NBA_2018
Jabari Parker,22,24.0,1.0,1.9,5.2,1.3,1.5,3.5,10.7,4.9,1.4,1.7,0.8,0.3,1.6,12.6,6782392.0,NBA_2018
Matthew Dellavedova,27,18.7,0.8,3.8,1.4,0.7,1.3,1.3,4.0,1.7,0.4,0.7,0.4,0.0,1.8,4.3,9607500.0,NBA_2018
Tyler Zeller,28,16.9,0.0,0.8,2.6,0.7,0.5,2.7,4.4,4.6,2.0,0.8,0.3,0.6,2.0,5.9,1709538.0,NBA_2018
Thon Maker,20,16.7,0.4,0.6,1.8,0.9,0.6,2.0,4.3,3.0,1.0,1.3,0.5,0.7,2.2,4.8,2684160.0,NBA_2018
Jason Terry,40,16.0,0.8,1.2,1.2,0.2,0.5,0.8,3.0,0.9,0.1,0.2,0.8,0.3,1.0,3.3,1471382.0,NBA_2018
DeAndre Liggins,29,15.5,0.4,0.9,0.7,0.1,0.4,1.4,2.1,1.6,0.2,0.2,0.9,0.3,2.0,1.8,757427.0,NBA_2018
Brandon Jennings,28,14.6,0.6,3.1,1.9,0.7,1.3,1.9,5.1,2.2,0.4,0.7,0.4,0.3,0.8,5.2,297169.0,NBA_2018
Sterling Brown,22,14.4,0.6,0.5,1.5,0.4,0.5,2.1,3.8,2.6,0.5,0.4,0.6,0.2,1.5,4.0,815615.0,NBA_2018
Shabazz Muhammad,25,10.6,0.3,0.6,3.4,1.5,0.1,2.1,6.1,2.8,0.7,1.7,0.4,0.1,0.6,8.5,324203.0,NBA_2018
Sean Kilpatrick,28,8.9,0.6,0.7,1.3,0.8,0.4,1.0,3.6,1.1,0.0,0.8,0.2,0.0,0.7,4.0,789725.0,NBA_2018
D.J. Wilson,21,3.2,0.1,0.1,0.4,0.0,0.2,0.4,0.7,0.5,0.1,0.1,0.1,0.0,0.3,1.0,2135040.0,NBA_2018
Bradley Beal,24,36.3,2.4,4.5,8.3,3.6,2.6,3.7,18.1,4.4,0.7,4.5,1.2,0.4,2.0,22.6,23775506.0,NBA_2018
John Wall,27,34.4,1.5,9.6,6.8,4.3,3.9,3.1,16.3,3.7,0.5,5.9,1.4,1.1,2.0,19.4,18063850.0,NBA_2018
Otto Porter,24,31.6,1.8,2.0,5.8,1.4,1.0,5.1,11.5,6.4,1.3,1.7,1.5,0.5,2.0,14.7,24773250.0,NBA_2018
Kelly Oubre,22,27.5,1.6,1.2,3.9,2.4,1.1,3.8,9.8,4.5,0.7,2.9,1.0,0.4,2.9,11.8,2093040.0,NBA_2018
Markieff Morris,28,27.0,1.0,1.9,4.5,1.4,1.7,4.6,9.4,5.6,1.0,1.8,0.8,0.5,3.0,11.5,8000000.0,NBA_2018
Marcin Gortat,33,25.3,0.0,1.8,3.5,1.3,1.2,5.4,6.8,7.6,2.2,2.0,0.5,0.7,2.1,8.4,12782609.0,NBA_2018
Mike Scott,29,18.5,0.9,1.1,3.6,0.7,1.0,2.6,6.9,3.3,0.7,1.0,0.3,0.1,1.9,8.8,1471382.0,NBA_2018
Ramon Sessions,31,15.0,0.4,3.3,1.7,2.1,1.0,1.0,4.3,1.3,0.3,2.8,0.5,0.1,1.0,5.9,390706.0,NBA_2018
Ian Mahinmi,31,14.9,0.0,0.7,1.8,1.2,1.3,2.3,3.2,4.1,1.8,1.7,0.5,0.5,3.0,4.8,16661641.0,NBA_2018
Jodie Meeks,30,14.5,0.9,0.9,2.0,1.3,0.5,1.4,5.1,1.6,0.2,1.5,0.4,0.1,0.7,6.3,3290000.0,NBA_2018
Tim Frazier,27,14.2,0.3,3.3,1.2,0.4,1.0,1.6,2.9,1.9,0.3,0.5,0.8,0.1,1.6,3.0,2000000.0,NBA_2018
Jason Smith,31,8.6,0.1,0.4,1.4,0.6,0.5,1.1,3.5,1.6,0.5,0.6,0.1,0.4,1.3,3.4,5225000.0,NBA_2018
Chris McCullough,22,4.7,0.1,0.2,0.9,0.5,0.1,0.9,2.2,1.3,0.4,0.7,0.0,0.3,0.4,2.4,1471382.0,NBA_2018
Andre Drummond,24,33.7,0.0,3.0,6.0,3.1,2.6,10.9,11.3,16.0,5.1,5.1,1.5,1.6,3.2,15.0,23775506.0,NBA_2018
Blake Griffin,28,33.2,1.9,6.2,7.2,3.5,2.6,5.6,16.7,6.6,1.1,4.4,0.4,0.4,2.4,19.8,29727900.0,NBA_2018
Reggie Bullock,26,27.9,2.0,1.5,4.3,0.6,0.8,2.0,8.8,2.5,0.4,0.8,0.8,0.2,1.1,11.3,2500000.0,NBA_2018
Stanley Johnson,21,27.4,1.0,1.6,3.0,1.6,1.1,3.2,8.1,3.7,0.5,2.1,1.4,0.2,2.4,8.7,3097800.0,NBA_2018
Reggie Jackson,27,26.7,1.2,5.3,5.5,2.5,2.2,2.1,12.8,2.8,0.6,3.0,0.6,0.1,1.9,14.6,16000000.0,NBA_2018
Ish Smith,29,24.9,0.4,4.4,4.7,1.0,1.3,2.4,9.8,2.7,0.3,1.4,0.8,0.2,1.7,10.9,6000000.0,NBA_2018
Anthony Tolliver,32,22.2,2.0,1.1,2.8,1.3,0.7,2.4,6.0,3.1,0.6,1.7,0.4,0.3,1.8,8.9,3290000.0,NBA_2018
James Ennis,27,20.4,0.8,0.8,2.7,1.2,0.7,1.7,6.0,2.5,0.7,1.6,0.6,0.2,2.0,7.5,3028410.0,NBA_2018
Luke Kennard,21,20.0,1.1,1.7,2.8,0.9,0.9,2.1,6.4,2.4,0.3,1.0,0.6,0.2,1.2,7.6,2759280.0,NBA_2018
Jon Leuer,28,17.0,0.0,0.6,1.9,1.6,0.9,3.1,4.5,4.0,0.9,1.9,0.1,0.4,2.0,5.4,10497319.0,NBA_2018
Jameer Nelson,35,16.6,0.1,3.3,1.6,0.4,1.6,0.9,5.6,1.1,0.3,0.4,0.6,0.1,2.0,3.7,1429818.0,NBA_2018
Langston Galloway,26,14.9,1.3,1.0,2.2,0.6,0.3,1.4,5.9,1.6,0.2,0.7,0.6,0.1,0.7,6.2,6666667.0,NBA_2018
Dwight Buycks,28,14.7,0.5,2.0,2.8,1.2,1.3,1.0,6.8,1.4,0.4,1.4,0.7,0.1,1.3,7.4,748160.0,NBA_2018
Eric Moreland,26,12.0,0.0,1.2,1.0,0.2,0.6,2.9,1.8,4.1,1.2,0.4,0.5,0.8,1.7,2.1,1739333.0,NBA_2018
Henry Ellenson,21,8.7,0.5,0.5,1.4,0.7,0.5,1.9,3.8,2.1,0.3,0.8,0.1,0.0,0.6,4.0,1780800.0,NBA_2018
Kemba Walker,27,34.2,2.9,5.6,7.4,4.5,2.2,2.7,17.0,3.1,0.4,5.3,1.1,0.3,1.2,22.1,12000000.0,NBA_2018
Nicolas Batum,29,31.0,1.4,5.5,4.2,1.7,2.0,3.9,10.2,4.8,0.9,2.0,1.0,0.4,1.1,11.6,22434783.0,NBA_2018
Dwight Howard,32,30.4,0.0,1.3,6.2,4.1,2.6,9.3,11.2,12.5,3.1,7.2,0.6,1.6,3.1,16.6,23500000.0,NBA_2018
Marvin Williams,31,25.7,1.6,1.2,3.3,1.3,0.8,3.8,7.2,4.7,0.9,1.6,0.7,0.5,1.5,9.5,13168750.0,NBA_2018
Michael Kidd-Gilchrist,24,25.0,0.0,1.0,3.8,1.6,0.7,2.9,7.6,4.1,1.1,2.3,0.7,0.4,1.9,9.2,13000000.0,NBA_2018
Jeremy Lamb,25,24.6,1.2,2.3,4.8,2.2,1.2,3.4,10.4,4.1,0.6,2.6,0.8,0.4,1.7,12.9,7000000.0,NBA_2018
Frank Kaminsky,24,23.2,1.3,1.6,3.9,2.0,0.8,3.1,9.1,3.6,0.6,2.5,0.5,0.2,1.2,11.1,2847600.0,NBA_2018
Cody Zeller,25,19.0,0.1,0.9,2.6,1.8,1.0,3.3,4.7,5.4,2.0,2.6,0.4,0.6,2.5,7.1,12584270.0,NBA_2018
Treveon Graham,24,16.7,0.6,0.9,1.5,0.7,0.4,1.3,3.5,1.9,0.7,0.9,0.5,0.0,1.7,4.3,1312611.0,NBA_2018
Michael Carter-Williams,26,16.1,0.3,2.2,1.5,1.4,1.0,1.9,4.4,2.7,0.7,1.7,0.8,0.4,1.9,4.6,2700000.0,NBA_2018
Malik Monk,19,13.6,1.3,1.4,2.4,0.5,0.8,0.9,6.7,1.0,0.1,0.6,0.3,0.1,1.0,6.7,2904480.0,NBA_2018
Dwayne Bacon,22,13.5,0.2,0.7,1.4,0.4,0.4,2.3,3.6,2.3,0.1,0.5,0.3,0.0,0.9,3.3,815615.0,NBA_2018
Julyan Stone,29,7.6,0.3,1.1,0.3,0.0,0.3,1.2,0.6,1.3,0.0,0.1,0.2,0.1,0.9,0.8,1524305.0,NBA_2018
Tim Hardaway,25,33.1,2.3,2.7,6.3,2.6,1.6,3.4,15.0,3.9,0.6,3.1,1.1,0.2,2.2,17.5,16500000.0,NBA_2018
Courtney Lee,32,30.4,1.5,2.4,4.5,1.5,1.1,2.6,9.9,2.9,0.4,1.6,1.1,0.2,1.4,12.0,11747890.0,NBA_2018
Enes Kanter,25,25.8,0.0,1.5,5.9,2.2,1.7,7.1,10.0,11.0,3.8,2.6,0.5,0.5,2.6,14.1,20566802.0,NBA_2018
Jarrett Jack,34,25.0,0.4,5.6,3.0,1.0,1.9,2.7,7.1,3.1,0.4,1.2,0.6,0.1,1.6,7.5,1471382.0,NBA_2018
Emmanuel Mudiay,21,22.4,0.4,3.9,3.4,1.6,1.9,2.2,9.3,2.6,0.5,2.3,0.9,0.3,1.5,8.8,3381480.0,NBA_2018
Michael Beasley,29,22.3,0.5,1.7,5.5,1.7,1.9,4.3,10.9,5.6,1.3,2.1,0.5,0.6,2.0,13.2,1471382.0,NBA_2018
Frank Ntilikina,19,21.9,0.6,3.2,2.3,0.6,1.7,1.8,6.4,2.3,0.5,0.9,0.8,0.2,2.3,5.9,3501120.0,NBA_2018
Trey Burke,25,21.8,1.1,4.7,5.4,1.0,1.2,1.6,10.7,2.0,0.4,1.6,0.7,0.1,1.2,12.8,784160.0,NBA_2018
Lance Thomas,29,18.5,0.7,0.6,1.4,0.6,0.5,1.8,3.7,2.4,0.6,0.7,0.4,0.2,1.8,4.1,6655325.0,NBA_2018
Kyle O'Quinn,27,18.0,0.1,2.1,2.9,1.3,1.3,4.5,5.0,6.1,1.6,1.6,0.5,1.3,2.5,7.1,4087500.0,NBA_2018
Troy Williams,23,17.1,0.6,0.9,2.9,1.1,1.1,2.2,5.9,3.5,1.2,1.6,1.1,0.2,1.9,7.5,370794.0,NBA_2018
Ron Baker,24,13.3,0.4,1.6,0.7,0.7,0.6,0.9,2.0,1.0,0.2,0.9,0.9,0.2,1.1,2.4,4328000.0,NBA_2018
Ramon Sessions,31,12.8,0.2,2.1,1.3,0.9,1.2,1.3,4.1,1.4,0.1,1.2,0.5,0.1,1.1,3.7,1471382.0,NBA_2018
Damyean Dotson,23,10.8,0.5,0.7,1.6,0.4,0.4,1.7,3.7,1.9,0.2,0.5,0.3,0.0,0.8,4.1,1100000.0,NBA_2018
Joakim Noah,32,5.7,0.0,0.6,0.7,0.3,0.6,1.1,1.4,2.0,0.9,0.6,0.3,0.3,0.7,1.7,17765000.0,NBA_2018
Mindaugas Kuzminskas,28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025035.0,NBA_2018
DeMarre Carroll,31,29.9,2.0,2.0,4.5,2.6,1.4,5.1,10.8,6.6,1.4,3.4,0.8,0.4,2.3,13.5,14800000.0,NBA_2018
Allen Crabbe,25,29.3,2.7,1.6,4.5,1.5,1.0,3.9,11.0,4.3,0.4,1.8,0.6,0.5,2.2,13.2,19332500.0,NBA_2018
Spencer Dinwiddie,24,28.8,1.8,6.6,4.1,2.7,1.6,2.7,10.5,3.2,0.5,3.4,0.9,0.3,2.3,12.6,1524305.0,NBA_2018
