Name,Age,MP,ThreePoints,AST,FG,FT,TOV,DRB,FGA,TRB,ORB,FTA,STL,BLK,PF,PointsPerGame,Salary,Season
Rondae Hollis-Jefferson,23,28.2,0.2,2.5,5.0,3.7,1.8,5.3,10.6,6.8,1.5,4.6,1.0,0.7,2.1,13.9,1471382.0,NBA_2018
Caris LeVert,23,26.3,1.2,4.2,4.5,1.9,2.2,2.9,10.4,3.7,0.7,2.6,1.2,0.3,2.2,12.1,1632480.0,NBA_2018
D'Angelo Russell,21,25.7,1.9,5.2,5.8,2.0,3.1,3.3,14.0,3.9,0.6,2.7,0.8,0.4,1.9,15.5,5562360.0,NBA_2018
Joe Harris,26,25.3,1.9,1.6,3.9,1.1,1.2,2.7,8.0,3.3,0.7,1.3,0.4,0.3,2.0,10.8,1524305.0,NBA_2018
Jeremy Lin,29,25.0,1.0,4.0,5.0,7.0,3.0,0.0,12.0,0.0,0.0,7.0,0.0,0.0,3.0,18.0,12000000.0,NBA_2018
Dante Cunningham,30,20.3,1.0,1.0,3.0,0.5,0.8,3.5,6.3,4.8,1.3,0.7,0.5,0.6,1.6,7.5,2300000.0,NBA_2018
Jarrett Allen,19,20.0,0.1,0.7,3.3,1.6,1.1,3.4,5.5,5.4,2.0,2.0,0.4,1.2,2.0,8.2,1713720.0,NBA_2018
Quincy Acy,27,19.4,1.5,0.8,1.9,0.7,0.9,3.1,5.2,3.7,0.6,0.9,0.5,0.4,2.1,5.9,1709538.0,NBA_2018
Nik Stauskas,24,13.7,1.1,1.1,1.7,0.5,0.6,1.7,4.3,1.8,0.1,0.8,0.1,0.1,0.6,5.1,3807147.0,NBA_2018
Jahlil Okafor,22,12.6,0.0,0.4,2.8,0.7,0.7,2.3,5.0,2.9,0.7,1.0,0.1,0.6,1.7,6.4,4995120.0,NBA_2018
Timofey Mozgov,31,11.6,0.1,0.4,1.7,0.7,1.1,2.1,3.0,3.2,1.0,1.0,0.2,0.4,1.3,4.2,15280000.0,NBA_2018
Sean Kilpatrick,28,11.4,0.7,0.9,1.6,1.1,1.0,2.1,5.4,2.2,0.1,1.2,0.1,0.1,0.5,4.9,1524305.0,NBA_2018
Isaiah Whitehead,22,11.3,0.4,1.3,2.5,0.8,1.5,1.4,5.4,1.6,0.3,1.2,0.5,0.1,1.4,6.3,1312611.0,NBA_2018
Justin Holiday,28,31.5,2.2,2.1,4.0,1.9,1.3,3.6,10.9,4.0,0.4,2.3,1.1,0.4,1.9,12.2,4615385.0,NBA_2018
Lauri Markkanen,20,29.7,2.1,1.2,5.5,2.1,1.2,6.3,12.7,7.5,1.2,2.4,0.6,0.6,1.5,15.2,3821640.0,NBA_2018
Kris Dunn,23,29.3,0.8,6.0,5.5,1.6,2.9,3.8,12.8,4.3,0.5,2.2,2.0,0.5,3.3,13.4,4046760.0,NBA_2018
Zach LaVine,22,27.3,1.8,3.0,5.7,3.6,1.8,3.5,14.8,3.9,0.4,4.5,1.0,0.2,2.3,16.7,3202217.0,NBA_2018
Denzel Valentine,24,27.2,1.9,3.2,3.9,0.5,1.3,4.5,9.4,5.1,0.6,0.7,0.8,0.1,2.4,10.2,2186400.0,NBA_2018
Robin Lopez,29,26.4,0.1,1.9,5.3,1.1,1.7,2.4,10.1,4.5,2.1,1.4,0.2,0.8,1.7,11.8,13788500.0,NBA_2018
Sean Kilpatrick,28,23.8,2.1,1.4,5.2,2.9,1.3,2.4,11.9,2.8,0.3,3.6,0.7,0.3,0.9,15.4,2163006.0,NBA_2018
David Nwaba,25,23.5,0.3,1.5,2.9,1.9,1.1,3.4,6.0,4.7,1.3,2.9,0.8,0.4,2.3,7.9,1312611.0,NBA_2018
Cameron Payne,23,23.3,1.4,4.5,3.5,0.5,1.4,2.0,8.6,2.8,0.7,0.6,1.0,0.4,1.8,8.8,2203440.0,NBA_2018
Jerian Grant,25,22.8,0.8,4.6,2.8,1.9,1.2,1.9,6.8,2.3,0.4,2.5,0.9,0.1,1.8,8.4,1713840.0,NBA_2018
Bobby Portis,22,22.5,1.1,1.7,5.2,1.6,1.4,4.6,11.1,6.8,2.2,2.1,0.7,0.3,1.8,13.2,1516320.0,NBA_2018
Noah Vonleh,22,19.0,0.9,1.0,2.7,0.6,0.8,5.2,6.6,6.9,1.7,1.3,0.6,0.3,1.2,6.9,3505233.0,NBA_2018
Paul Zipser,23,15.3,0.7,0.9,1.5,0.4,0.8,2.2,4.3,2.4,0.2,0.5,0.4,0.3,1.6,4.0,1312611.0,NBA_2018
Kay Felder,22,9.6,0.3,1.4,1.4,0.8,1.1,0.9,4.7,1.0,0.1,0.9,0.2,0.1,0.8,3.9,489448.0,NBA_2018
Quincy Pondexter,29,8.5,0.1,0.4,0.6,0.6,0.5,0.8,2.1,1.2,0.3,0.7,0.3,0.1,1.0,2.0,3853931.0,NBA_2018
Jarell Eddie,26,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100353.0,NBA_2018
Aaron Gordon,22,32.9,2.0,2.3,6.5,2.7,1.8,6.4,14.9,7.9,1.5,3.9,1.0,0.8,1.9,17.6,5504420.0,NBA_2018
Evan Fournier,25,32.2,2.2,2.9,6.5,2.6,1.7,2.8,14.1,3.2,0.4,3.0,0.8,0.3,2.4,17.8,17000000.0,NBA_2018
Jonathon Simmons,28,29.4,1.0,2.5,5.1,2.7,2.1,2.6,11.0,3.5,0.9,3.5,0.8,0.2,2.5,13.9,6300000.0,NBA_2018
Terrence Ross,26,25.0,1.3,1.6,3.2,1.1,1.2,2.6,8.0,3.0,0.4,1.5,1.1,0.5,1.9,8.7,10500000.0,NBA_2018
D.J. Augustin,30,23.5,1.5,3.8,3.3,2.2,1.6,1.7,7.2,2.1,0.4,2.5,0.7,0.0,1.3,10.2,7250000.0,NBA_2018
Mario Hezonja,22,22.1,1.2,1.4,3.6,1.1,1.1,3.2,8.2,3.7,0.5,1.4,1.1,0.4,1.8,9.6,4078320.0,NBA_2018
Jonathan Isaac,20,19.9,0.6,0.7,2.0,0.7,1.0,3.1,5.4,3.7,0.6,0.9,1.2,1.1,1.8,5.4,4186320.0,NBA_2018
Shelvin Mack,27,19.8,0.7,3.9,2.6,1.0,1.3,2.1,6.0,2.4,0.3,1.4,0.8,0.1,1.3,6.9,6000000.0,NBA_2018
Bismack Biyombo,25,18.2,0.0,0.8,2.2,1.2,1.0,4.0,4.3,5.7,1.8,1.9,0.3,1.2,1.9,5.7,17000000.0,NBA_2018
Rodney Purvis,23,18.1,0.8,1.1,2.2,0.8,0.6,1.6,6.7,1.7,0.1,0.9,0.2,0.2,1.6,6.0,161280.0,NBA_2018
Wesley Iwundu,23,16.5,0.1,0.9,1.5,0.5,0.5,1.6,3.5,2.2,0.6,0.8,0.5,0.2,1.3,3.7,1050000.0,NBA_2018
Khem Birch,25,13.8,0.0,0.8,1.6,1.0,0.5,2.6,3.0,4.3,1.7,1.5,0.4,0.5,1.3,4.2,815615.0,NBA_2018
Marreese Speights,30,13.0,1.7,0.8,2.7,0.8,0.8,2.2,6.7,2.6,0.4,1.1,0.2,0.4,2.0,7.7,1471382.0,NBA_2018
Arron Afflalo,32,12.9,0.5,0.6,1.2,0.4,0.4,1.2,3.1,1.2,0.1,0.5,0.1,0.2,1.1,3.4,1471382.0,NBA_2018
Rashad Vaughn,21,7.0,0.2,0.0,0.4,0.0,0.4,0.6,1.2,0.8,0.2,0.0,0.2,0.0,0.4,1.0,166258.0,NBA_2018
Taurean Waller-Prince,23,30.0,2.1,2.6,5.1,1.9,2.3,4.1,11.9,4.7,0.6,2.2,1.0,0.5,2.0,14.1,2422560.0,NBA_2018
Kent Bazemore,28,27.5,1.7,3.5,4.4,2.5,2.4,3.4,10.4,3.8,0.4,3.1,1.5,0.7,2.3,12.9,16910113.0,NBA_2018
Damion Lee,25,26.9,1.0,1.9,4.1,1.5,0.9,4.0,10.1,4.7,0.7,1.9,1.3,0.1,1.7,10.7,138240.0,NBA_2018
Dewayne Dedmon,28,24.9,0.8,1.5,4.0,1.1,1.4,6.3,7.7,7.9,1.6,1.4,0.6,0.8,2.6,10.0,6000000.0,NBA_2018
John Collins,20,24.1,0.2,1.3,4.2,1.8,1.4,4.9,7.4,7.3,2.4,2.5,0.6,1.1,2.9,10.5,1936920.0,NBA_2018
Marco Belinelli,31,23.3,1.8,2.0,3.8,1.9,1.0,1.7,9.3,1.9,0.3,2.1,0.9,0.1,0.8,11.4,6306060.0,NBA_2018
Mike Muscala,26,20.0,1.2,1.0,2.7,1.1,0.8,3.3,5.9,4.3,1.1,1.2,0.6,0.5,1.5,7.6,5000000.0,NBA_2018
Malcolm Delaney,28,18.8,0.9,3.0,2.0,1.4,1.2,1.7,5.3,1.9,0.2,1.7,0.6,0.1,1.5,6.3,2500000.0,NBA_2018
DeAndre' Bembry,23,17.5,0.4,1.9,2.0,0.7,1.8,2.5,4.9,2.8,0.3,1.3,0.8,0.5,1.5,5.2,1567200.0,NBA_2018
Isaiah Taylor,23,17.4,0.3,3.1,2.4,1.5,1.3,1.1,5.8,1.4,0.3,2.1,0.5,0.1,1.7,6.6,1312611.0,NBA_2018
Tyler Dorsey,21,17.4,1.3,1.4,2.6,0.8,0.7,2.0,6.8,2.3,0.3,1.1,0.3,0.1,1.1,7.2,815615.0,NBA_2018
Miles Plumlee,29,16.7,0.0,0.8,1.9,0.5,1.1,2.7,3.3,4.1,1.4,1.1,0.3,0.5,1.4,4.3,12500000.0,NBA_2018
Jaylen Morris,22,16.3,0.3,1.2,2.2,0.0,1.0,2.3,5.3,2.7,0.3,0.0,0.3,0.2,0.3,4.7,193536.0,NBA_2018
Tyler Cavanaugh,23,13.3,0.8,0.7,1.7,0.4,0.4,2.1,3.9,3.3,1.2,0.5,0.2,0.1,1.6,4.7,729919.0,NBA_2018
Antonius Cleveland,23,10.5,0.8,0.0,1.0,0.5,1.3,0.8,1.8,1.0,0.3,0.5,0.3,0.3,3.0,3.3,225792.0,NBA_2018
Jeremy Evans,30,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,133129.0,NBA_2018
James Harden,28,35.4,3.7,8.8,9.0,8.7,4.4,4.8,20.1,5.4,0.6,10.1,1.8,0.7,2.3,30.4,28299399.0,NBA_2018
Aaron Jackson,31,35.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,3.0,2.0,2.0,0.0,0.0,4.0,8.0,4608.0,NBA_2018
Trevor Ariza,32,33.9,2.5,1.6,4.0,1.1,0.8,3.9,9.7,4.4,0.5,1.3,1.5,0.2,2.0,11.7,7420912.0,NBA_2018
Chris Paul,32,31.8,2.5,7.9,6.3,3.5,2.2,4.8,13.8,5.4,0.6,3.8,1.7,0.2,2.4,18.6,24599495.0,NBA_2018
Eric Gordon,29,31.2,3.2,2.2,6.0,2.8,1.9,2.1,14.1,2.5,0.4,3.5,0.6,0.4,1.7,18.0,12943020.0,NBA_2018
P.J. Tucker,32,27.8,1.4,0.9,2.1,0.5,0.9,4.4,5.4,5.6,1.1,0.7,1.0,0.3,2.5,6.1,7590035.0,NBA_2018
Clint Capela,23,27.5,0.0,0.9,6.0,1.9,1.4,7.6,9.1,10.8,3.3,3.5,0.8,1.9,2.5,13.9,2334520.0,NBA_2018
Ryan Anderson,29,26.1,2.0,0.9,3.1,1.1,0.6,3.6,7.3,5.0,1.4,1.4,0.4,0.3,1.9,9.3,19578455.0,NBA_2018
Luc Mbah a Moute,31,25.6,1.0,0.9,2.7,1.1,1.1,2.7,5.7,3.0,0.4,1.6,1.2,0.4,1.6,7.5,1471382.0,NBA_2018
Gerald Green,32,22.7,2.7,0.6,4.1,1.2,0.8,2.9,10.1,3.2,0.4,1.5,0.6,0.4,2.1,12.1,872854.0,NBA_2018
Chinanu Onuaku,21,22.0,0.0,1.0,2.0,0.0,3.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1312611.0,NBA_2018
Joe Johnson,36,22.0,0.7,1.7,2.2,0.9,0.8,2.7,5.8,2.8,0.1,0.9,0.3,0.0,1.5,6.0,473835.0,NBA_2018
Brandan Wright,30,15.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0,490461.0,NBA_2018
Tarik Black,26,10.5,0.0,0.3,1.5,0.6,0.7,2.0,2.5,3.2,1.2,1.2,0.4,0.6,2.1,3.5,3290000.0,NBA_2018
Zhou Qi,22,6.9,0.1,0.1,0.3,0.4,0.6,0.9,1.8,1.2,0.3,0.7,0.1,0.8,0.8,1.2,815615.0,NBA_2018
Bobby Brown,33,5.8,0.6,0.6,1.0,0.1,0.5,0.4,2.9,0.4,0.0,0.1,0.2,0.0,0.3,2.5,1230186.0,NBA_2018
Demetrius Jackson,23,5.3,0.0,0.4,0.3,0.0,0.8,0.6,1.2,0.9,0.3,0.0,0.3,0.1,0.5,0.7,74159.0,NBA_2018
Tim Quarterman,23,4.3,0.0,0.3,0.3,0.7,0.7,1.0,1.0,1.0,0.0,0.7,0.0,0.0,0.3,1.3,96406.0,NBA_2018
Troy Williams,23,4.3,0.0,0.3,0.5,0.3,0.3,0.8,2.3,1.0,0.3,0.8,0.3,0.0,0.5,1.3,1471382.0,NBA_2018
Isaiah Canaan,26,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53465.0,NBA_2018
Klay Thompson,27,34.3,3.1,2.5,7.9,1.1,1.8,3.4,16.2,3.8,0.4,1.3,0.8,0.5,1.6,20.0,17826150.0,NBA_2018
Kevin Durant,29,34.2,2.5,5.4,9.3,5.3,3.0,6.4,18.0,6.8,0.5,5.9,0.7,1.8,2.0,26.4,25000000.0,NBA_2018
Draymond Green,27,32.7,1.1,7.3,4.0,1.9,2.9,6.6,8.8,7.6,1.1,2.5,1.4,1.3,2.6,11.0,16400000.0,NBA_2018
Stephen Curry,29,32.0,4.2,6.1,8.4,5.5,3.0,4.4,16.9,5.1,0.7,5.9,1.6,0.2,2.2,26.4,34682550.0,NBA_2018
Andre Iguodala,34,25.3,0.5,3.3,2.3,0.9,1.0,3.1,5.0,3.8,0.8,1.4,0.8,0.6,1.5,6.0,14814815.0,NBA_2018
Quinn Cook,24,22.4,1.4,2.7,3.7,0.7,1.0,2.2,7.6,2.5,0.3,0.8,0.4,0.0,1.8,9.5,14832.0,NBA_2018
Nick Young,32,17.4,1.5,0.5,2.5,0.7,0.5,1.3,6.1,1.6,0.3,0.8,0.5,0.1,1.3,7.3,5192000.0,NBA_2018
Patrick McCaw,22,16.9,0.3,1.4,1.6,0.5,0.7,1.2,3.9,1.4,0.3,0.6,0.8,0.2,1.2,4.0,1312611.0,NBA_2018
Shaun Livingston,32,15.9,0.0,2.0,2.4,0.7,0.8,1.4,4.8,1.8,0.5,0.9,0.5,0.3,1.6,5.5,7692308.0,NBA_2018
Jordan Bell,23,14.2,0.0,1.8,2.0,0.5,0.9,2.6,3.2,3.6,1.1,0.8,0.6,1.0,1.6,4.6,815615.0,NBA_2018
Zaza Pachulia,33,14.1,0.0,1.6,2.2,1.1,1.0,3.4,3.8,4.7,1.3,1.3,0.6,0.2,1.8,5.4,3477600.0,NBA_2018
Omri Casspi,29,14.0,0.2,1.0,2.3,0.9,0.7,3.2,3.9,3.8,0.6,1.3,0.3,0.4,1.3,5.7,1471382.0,NBA_2018
Kevon Looney,21,13.8,0.0,0.6,1.7,0.6,0.5,2.0,2.9,3.3,1.3,1.2,0.5,0.8,1.6,4.0,1471382.0,NBA_2018
David West,37,13.7,0.0,1.9,3.0,0.8,1.1,2.4,5.2,3.3,0.9,1.1,0.6,1.0,1.6,6.8,1471382.0,NBA_2018
JaVale McGee,30,9.5,0.0,0.5,2.1,0.6,0.4,1.7,3.4,2.6,0.9,0.8,0.3,0.9,1.4,4.8,1471382.0,NBA_2018
Damian Jones,22,5.9,0.0,0.1,0.7,0.2,0.3,0.6,1.5,0.9,0.3,0.3,0.1,0.2,0.9,1.7,1312611.0,NBA_2018
Damian Lillard,27,36.6,3.1,6.6,8.5,6.8,2.8,3.6,19.4,4.5,0.8,7.4,1.1,0.4,1.6,26.9,26153057.0,NBA_2018
CJ McCollum,26,36.1,2.3,3.4,8.2,2.6,1.9,3.3,18.6,4.0,0.7,3.1,1.0,0.4,2.1,21.4,23962573.0,NBA_2018
Al-Farouq Aminu,27,30.0,1.8,1.2,3.3,0.9,1.1,6.2,8.4,7.6,1.4,1.2,1.1,0.6,2.0,9.3,7319035.0,NBA_2018
Evan Turner,29,25.7,0.5,2.2,3.3,1.2,1.3,2.7,7.3,3.1,0.4,1.4,0.6,0.4,2.1,8.2,17131148.0,NBA_2018
Maurice Harkless,24,21.4,0.8,0.9,2.5,0.7,0.7,2.0,5.0,2.7,0.8,1.0,0.8,0.7,1.7,6.5,10162922.0,NBA_2018
Shabazz Napier,26,20.7,1.1,2.0,3.0,1.6,1.2,1.9,7.2,2.3,0.4,1.9,1.1,0.2,1.1,8.7,2361360.0,NBA_2018
Ed Davis,28,18.9,0.0,0.5,2.2,0.9,0.8,5.0,3.7,7.4,2.3,1.4,0.4,0.7,2.4,5.3,6352531.0,NBA_2018
Pat Connaughton,25,18.1,0.9,1.1,2.0,0.5,0.5,1.5,4.8,2.0,0.4,0.5,0.3,0.3,1.5,5.4,1471382.0,NBA_2018
Zach Collins,20,15.8,0.5,0.8,1.7,0.4,0.9,2.7,4.4,3.3,0.7,0.6,0.3,0.5,2.0,4.4,3057240.0,NBA_2018
Wade Baldwin,21,11.4,0.6,0.7,2.0,0.9,0.6,1.0,3.0,1.1,0.1,1.4,0.3,0.1,1.7,5.4,229892.0,NBA_2018
Meyers Leonard,25,7.7,0.3,0.5,1.4,0.3,0.3,1.8,2.4,2.1,0.4,0.3,0.2,0.0,1.1,3.4,9904495.0,NBA_2018
Caleb Swanigan,20,7.0,0.0,0.5,0.9,0.4,0.7,1.4,2.2,2.0,0.6,0.7,0.2,0.1,1.4,2.3,1465920.0,NBA_2018
Jake Layman,23,4.6,0.1,0.3,0.4,0.1,0.1,0.3,1.3,0.5,0.1,0.1,0.2,0.1,0.4,1.0,1312611.0,NBA_2018
Georgios Papagiannis,20,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,259556.0,NBA_2018
Paul George,27,36.6,3.1,3.3,7.3,4.3,2.7,4.7,17.0,5.7,0.9,5.2,2.0,0.5,2.9,21.9,19508958.0,NBA_2018
Russell Westbrook,29,36.4,1.2,10.3,9.5,5.2,4.8,8.2,21.1,10.1,1.9,7.1,1.8,0.3,2.5,25.4,28530608.0,NBA_2018
Steven Adams,24,32.7,0.0,1.2,5.9,2.1,1.7,4.0,9.4,9.0,5.1,3.8,1.2,1.0,2.8,13.9,22471910.0,NBA_2018
Carmelo Anthony,33,32.1,2.2,1.3,6.1,1.9,1.3,4.9,15.0,5.8,0.9,2.5,0.6,0.6,2.5,16.2,26243760.0,NBA_2018
Corey Brewer,31,28.6,1.3,1.3,3.6,1.7,0.6,2.3,8.0,3.4,1.1,2.2,2.1,0.3,3.1,10.1,340829.0,NBA_2018
Andre Roberson,26,26.6,0.2,1.2,2.2,0.3,0.8,2.8,4.2,4.7,1.9,1.0,1.2,0.9,2.3,5.0,9259259.0,NBA_2018
Jerami Grant,23,20.3,0.4,0.7,3.0,2.0,0.7,2.9,5.6,3.9,1.1,3.0,0.4,1.0,1.9,8.4,1524305.0,NBA_2018
Raymond Felton,33,16.6,1.0,2.5,2.7,0.4,0.9,1.6,6.7,1.9,0.3,0.5,0.6,0.2,1.1,6.9,1471382.0,NBA_2018
Patrick Patterson,28,15.5,0.8,0.7,1.3,0.5,0.4,2.0,3.2,2.4,0.4,0.6,0.6,0.3,1.1,3.9,5192000.0,NBA_2018
Josh Huestis,26,14.2,0.5,0.3,0.9,0.1,0.4,1.7,2.6,2.3,0.6,0.3,0.2,0.6,1.2,2.3,1471382.0,NBA_2018
Terrance Ferguson,19,12.5,0.7,0.3,1.1,0.1,0.2,0.5,2.8,0.8,0.3,0.2,0.4,0.2,1.4,3.1,1785000.0,NBA_2018
Dakari Johnson,22,5.2,0.0,0.3,0.7,0.4,0.1,0.6,1.3,1.1,0.5,0.6,0.2,0.3,0.9,1.8,815615.0,NBA_2018
Nick Collison,37,5.0,0.0,0.3,0.9,0.3,0.5,0.9,1.3,1.3,0.5,0.9,0.0,0.0,0.5,2.1,2328652.0,NBA_2018
Kyle Singler,29,4.9,0.2,0.2,0.6,0.6,0.3,0.8,1.8,0.8,0.1,1.1,0.1,0.0,0.3,1.9,4666500.0,NBA_2018
Donovan Mitchell,21,33.4,2.4,3.7,7.5,3.0,2.7,3.1,17.2,3.7,0.7,3.8,1.5,0.3,2.7,20.5,2621280.0,NBA_2018
Rudy Gobert,25,32.4,0.0,1.4,4.9,3.6,1.9,7.8,7.9,10.7,2.9,5.3,0.8,2.3,2.7,13.5,21974719.0,NBA_2018
Joe Ingles,30,31.4,2.5,4.8,4.1,0.8,1.9,3.9,8.8,4.2,0.3,1.0,1.1,0.2,2.2,11.5,14136364.0,NBA_2018
Ricky Rubio,27,29.3,1.2,5.3,4.5,2.9,2.7,4.0,10.7,4.6,0.6,3.3,1.6,0.1,2.7,13.1,14275000.0,NBA_2018
Derrick Favors,26,28.0,0.2,1.3,5.1,1.8,1.1,4.6,9.1,7.2,2.6,2.8,0.7,1.1,2.1,12.3,12000000.0,NBA_2018
Jae Crowder,27,27.6,1.8,1.5,4.2,1.6,1.2,3.1,10.9,3.8,0.7,2.1,0.9,0.3,2.3,11.8,6796117.0,NBA_2018
Thabo Sefolosha,33,21.2,0.8,0.9,3.1,1.2,0.8,3.5,6.3,4.2,0.8,1.4,1.4,0.3,1.6,8.2,5250000.0,NBA_2018
Dante Exum,22,16.8,0.4,3.1,3.0,1.8,1.4,1.6,6.2,1.9,0.3,2.2,0.6,0.2,1.4,8.1,4992385.0,NBA_2018
Royce O'Neale,24,16.7,0.6,1.4,1.7,0.9,0.8,3.1,4.1,3.4,0.4,1.1,0.5,0.2,1.5,5.0,815615.0,NBA_2018
Alec Burks,26,16.5,0.7,1.0,2.7,1.7,0.9,2.7,6.5,3.0,0.3,1.9,0.6,0.1,1.2,7.7,10845506.0,NBA_2018
Jonas Jerebko,30,15.3,0.9,0.6,2.1,0.6,0.4,2.6,4.6,3.3,0.7,0.8,0.3,0.2,1.7,5.8,4000000.0,NBA_2018
Ekpe Udoh,30,12.9,0.0,0.8,1.0,0.7,0.3,1.3,1.9,2.4,1.1,0.9,0.7,1.2,1.7,2.6,3200000.0,NBA_2018
Raul Neto,25,12.1,0.5,1.8,1.7,0.6,0.9,1.0,3.7,1.2,0.2,0.9,0.3,0.1,0.9,4.5,1471382.0,NBA_2018
Tony Bradley,20,3.2,0.0,0.1,0.3,0.2,0.0,0.8,1.2,1.2,0.4,0.2,0.0,0.0,0.1,0.9,1414920.0,NBA_2018
David Stockton,26,3.0,0.7,0.0,0.7,1.3,0.3,0.0,1.0,0.0,0.0,1.3,0.0,0.0,1.0,3.3,192813.0,NBA_2018
Naz Mitrou-Long,24,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,92160.0,NBA_2018
Anthony Davis,24,36.4,0.7,2.3,10.4,6.6,2.2,8.6,19.5,11.1,2.5,8.0,1.5,2.6,2.1,28.1,23775506.0,NBA_2018
DeMarcus Cousins,27,36.2,2.2,5.4,8.5,6.1,5.0,10.7,18.0,12.9,2.2,8.2,1.6,1.6,3.8,25.2,18063850.0,NBA_2018
Jrue Holiday,27,36.1,1.5,6.0,7.6,2.3,2.6,3.7,15.4,4.5,0.8,2.9,1.5,0.8,2.5,19.0,25686667.0,NBA_2018
E'Twaun Moore,28,31.5,1.6,2.3,5.2,0.6,1.2,2.2,10.1,2.9,0.7,0.8,1.0,0.1,2.2,12.5,8445024.0,NBA_2018
Rajon Rondo,31,26.2,0.8,8.2,3.6,0.4,2.3,3.6,7.6,4.0,0.5,0.7,1.1,0.2,1.8,8.3,3300000.0,NBA_2018
Darius Miller,27,23.7,1.8,1.4,2.6,0.7,0.7,1.8,5.9,2.0,0.2,0.8,0.3,0.2,2.0,7.8,2100000.0,NBA_2018
Ian Clark,26,19.7,0.8,1.5,3.0,0.6,0.8,1.6,6.7,1.7,0.1,0.8,0.4,0.1,1.6,7.4,1471382.0,NBA_2018
Solomon Hill,26,15.6,0.3,1.8,0.9,0.3,0.8,2.3,3.4,3.0,0.8,0.5,0.6,0.1,1.8,2.4,12236535.0,NBA_2018
Emeka Okafor,35,13.6,0.0,0.3,1.8,0.7,0.5,2.8,3.7,4.6,1.8,0.8,0.3,1.0,1.2,4.4,774914.0,NBA_2018
Cheick Diallo,21,11.2,0.0,0.4,2.0,1.0,0.5,3.2,3.4,4.1,0.9,1.3,0.2,0.4,1.6,4.9,1312611.0,NBA_2018
Jordan Crawford,29,10.6,1.6,2.6,2.4,0.2,1.0,0.4,5.4,0.8,0.4,0.2,0.2,0.2,1.4,6.6,308190.0,NBA_2018
DeAndre Liggins,29,9.0,0.3,0.8,0.7,0.0,0.3,0.9,1.5,1.0,0.1,0.0,0.4,0.1,0.7,1.6,754378.0,NBA_2018
Larry Drew,27,7.9,0.4,1.1,0.9,0.0,0.3,0.0,2.4,0.3,0.3,0.0,0.0,0.0,0.6,2.1,148318.0,NBA_2018
Josh Smith,32,4.0,0.0,0.0,0.3,0.0,0.0,0.3,1.3,1.3,1.0,0.0,0.0,0.0,1.0,0.7,210500.0,NBA_2018
LaMarcus Aldridge,32,33.5,0.4,2.0,9.2,4.5,1.5,5.2,18.0,8.5,3.3,5.3,0.6,1.2,2.1,23.1,21461010.0,NBA_2018
Kyle Anderson,24,26.7,0.3,2.7,3.1,1.4,1.3,4.2,5.9,5.4,1.1,2.0,1.6,0.8,1.5,7.9,2151704.0,NBA_2018
Patty Mills,29,25.7,1.9,2.8,3.4,1.3,1.3,1.6,8.3,1.9,0.3,1.4,0.7,0.1,1.6,10.0,10714286.0,NBA_2018
Danny Green,30,25.6,1.7,1.6,3.1,0.7,1.1,3.0,8.0,3.6,0.6,0.9,0.9,1.1,1.7,8.6,10000000.0,NBA_2018
Pau Gasol,37,23.5,0.6,3.1,3.7,2.1,1.4,6.4,8.1,8.0,1.7,2.7,0.3,1.0,1.6,10.1,16000000.0,NBA_2018
Kawhi Leonard,26,23.3,1.2,2.3,5.8,3.4,1.8,4.0,12.3,4.7,0.7,4.2,2.0,1.0,1.0,16.2,18868625.0,NBA_2018
Rudy Gay,31,21.6,0.6,1.3,4.4,2.0,1.4,3.8,9.4,5.1,1.3,2.5,0.8,0.7,1.7,11.5,8406000.0,NBA_2018
Dejounte Murray,21,21.5,0.1,2.9,3.3,1.3,1.7,4.3,7.5,5.7,1.4,1.8,1.2,0.4,1.9,8.1,1312611.0,NBA_2018
Tony Parker,35,19.5,0.2,3.5,3.2,1.0,1.2,1.6,7.1,1.7,0.1,1.4,0.5,0.0,0.9,7.7,15453126.0,NBA_2018
Bryn Forbes,24,19.0,1.1,1.0,2.6,0.6,0.5,1.2,6.2,1.4,0.2,0.9,0.4,0.0,1.4,6.9,1312611.0,NBA_2018
Joffrey Lauvergne,26,9.7,0.0,0.7,1.8,0.5,0.6,2.0,3.5,3.1,1.1,0.9,0.2,0.1,0.8,4.1,1524305.0,NBA_2018
Brandon Paul,26,9.0,0.2,0.6,0.9,0.3,0.5,1.0,2.0,1.1,0.1,0.7,0.4,0.1,0.9,2.3,815615.0,NBA_2018
